state,action,q_value
"pub_('3', 'A')_priv_('A',)_-2.5_4_3",draw_deck_1,0.010000000000000002
"pub_('3', '5', 'A')_priv_('A',)_3.5_5_4",take_discard_3,0.21000000000000002
"pub_('J',)_priv_('7',)_-8.0_10_2",draw_deck_0,0.010000000000000002
"pub_()_priv_('7', 'Q')_3.0_J_1",take_discard_3,0.010000000000000002
"pub_('8', 'J')_priv_('7',)_11.0_8_3",take_discard_2,0.010000000000000002
"pub_('8', '8', 'J')_priv_()_2.0_2_4",take_discard_1,1.01
"pub_('5',)_priv_('7',)_8.5_5_2",take_discard_2,0.010000000000000002
"pub_()_priv_('7', 'Q')_-6.5_10_1",draw_deck_3,0.027100000000000006
"pub_()_priv_('7', 'Q')_-6.5_10_1",take_discard_0,0.0
"pub_()_priv_('7', 'Q')_-6.5_10_1",take_discard_1,0.0
"pub_()_priv_('7', 'Q')_-6.5_10_1",take_discard_2,0.0
"pub_()_priv_('7', 'Q')_-6.5_10_1",take_discard_3,0.0
"pub_()_priv_('7', 'Q')_-6.5_10_1",draw_deck_0,0.0
"pub_()_priv_('7', 'Q')_-6.5_10_1",draw_deck_1,0.0
"pub_()_priv_('7', 'Q')_-6.5_10_1",draw_deck_2,0.0
"pub_()_priv_('7', 'Q')_-6.5_10_1",draw_deck_flip_0,0.0
"pub_()_priv_('7', 'Q')_-6.5_10_1",draw_deck_flip_1,0.0
"pub_()_priv_('7', 'Q')_-6.5_10_1",draw_deck_flip_2,0.0
"pub_()_priv_('7', 'Q')_-6.5_10_1",draw_deck_flip_3,0.0
"pub_('5', '5')_priv_()_-6.0_10_3",draw_deck_0,0.010000000000000002
"pub_('5', '5', 'A')_priv_()_1.0_3_4",take_discard_1,1.01
"pub_('10',)_priv_('4', '6')_-7.0_7_2",draw_deck_3,0.010000000000000002
"pub_()_priv_('4', '6')_-7.5_8_1",draw_deck_0,0.019000000000000003
"pub_('10', '6')_priv_('4',)_-2.5_2_3",draw_deck_1,0.010000000000000002
"pub_('10', '6', 'A')_priv_('4',)_-2.0_4_4",draw_deck_2,1.01
"pub_('2',)_priv_('2',)_-5.0_9_2",draw_deck_0,0.019000000000000003
"pub_()_priv_('2', 'K')_6.5_2_1",take_discard_2,0.010000000000000002
"pub_('2', '4')_priv_('2',)_4.0_J_3",take_discard_1,0.010000000000000002
"pub_('2', '4', 'J')_priv_('2',)_-5.0_3_4",draw_deck_3,1.01
"pub_('2', '4', 'J')_priv_('2',)_-5.0_3_4",draw_deck_2,0.010000000000000002
"pub_('8',)_priv_('8', 'J')_-6.0_Q_2",draw_deck_1,0.010000000000000002
"pub_()_priv_('8', 'J')_-1.5_6_1",draw_deck_0,0.019000000000000003
"pub_('8', 'A')_priv_('8', 'J')_-10.0_K_3",draw_deck_2,0.010000000000000002
"pub_('8', 'A', 'K')_priv_('8',)_-11.0_3_4",draw_deck_3,-0.19
"pub_('J',)_priv_('2', 'A')_-4.0_4_2",draw_deck_1,0.010000000000000002
"pub_()_priv_('2', 'A')_-6.0_6_1",draw_deck_0,0.010000000000000002
"pub_('4', 'J')_priv_('2', 'A')_-7.0_8_3",draw_deck_2,0.010000000000000002
"pub_('2', '4', 'J')_priv_('A',)_-4.5_5_4",draw_deck_3,1.01
"pub_('2',)_priv_('4',)_-6.5_K_2",draw_deck_0,0.010000000000000002
"pub_()_priv_('10', '4')_2.5_2_1",take_discard_3,0.0199
"pub_('2', '3')_priv_('4',)_6.0_3_3",take_discard_1,0.010000000000000002
"pub_('2', '3', '3')_priv_('4',)_0.0_3_4",draw_deck_2,1.01
"pub_('2',)_priv_('5',)_-6.5_6_2",draw_deck_0,0.010000000000000002
"pub_()_priv_('5', 'K')_0.0_2_1",take_discard_2,0.019000000000000003
"pub_()_priv_('5', 'K')_0.0_2_1",draw_deck_2,0.010000000000000002
"pub_()_priv_('5', 'K')_0.0_2_1",take_discard_0,0.0
"pub_()_priv_('5', 'K')_0.0_2_1",take_discard_1,0.0
"pub_()_priv_('5', 'K')_0.0_2_1",take_discard_3,0.0
"pub_()_priv_('5', 'K')_0.0_2_1",draw_deck_0,0.0
"pub_()_priv_('5', 'K')_0.0_2_1",draw_deck_1,0.0
"pub_()_priv_('5', 'K')_0.0_2_1",draw_deck_3,0.0
"pub_()_priv_('5', 'K')_0.0_2_1",draw_deck_flip_0,0.0
"pub_()_priv_('5', 'K')_0.0_2_1",draw_deck_flip_1,0.0
"pub_()_priv_('5', 'K')_0.0_2_1",draw_deck_flip_2,0.0
"pub_()_priv_('5', 'K')_0.0_2_1",draw_deck_flip_3,0.0
"pub_('10', '2')_priv_('5',)_-7.0_6_3",draw_deck_1,0.010000000000000002
"pub_('10', '10', '2')_priv_('5',)_-6.5_Q_4",draw_deck_3,0.21000000000000002
"pub_('A',)_priv_('9',)_-5.0_7_2",draw_deck_0,0.010000000000000002
"pub_()_priv_('10', '9')_-1.0_3_1",draw_deck_3,0.027100000000000006
"pub_()_priv_('10', '9')_-1.0_3_1",draw_deck_2,0.010000000000000002
"pub_()_priv_('10', '9')_-1.0_3_1",take_discard_0,0.0
"pub_()_priv_('10', '9')_-1.0_3_1",take_discard_1,0.0
"pub_()_priv_('10', '9')_-1.0_3_1",take_discard_2,0.0
"pub_()_priv_('10', '9')_-1.0_3_1",take_discard_3,0.0
"pub_()_priv_('10', '9')_-1.0_3_1",draw_deck_0,0.0
"pub_()_priv_('10', '9')_-1.0_3_1",draw_deck_1,0.0
"pub_()_priv_('10', '9')_-1.0_3_1",draw_deck_flip_0,0.0
"pub_()_priv_('10', '9')_-1.0_3_1",draw_deck_flip_1,0.0
"pub_()_priv_('10', '9')_-1.0_3_1",draw_deck_flip_2,0.0
"pub_()_priv_('10', '9')_-1.0_3_1",draw_deck_flip_3,0.0
"pub_('A', 'Q')_priv_('9',)_3.0_J_3",take_discard_2,0.010000000000000002
"pub_('A', 'J', 'Q')_priv_()_-0.5_4_4",draw_deck_1,-0.49000000000000005
"pub_('2',)_priv_('9',)_4.5_2_2",take_discard_3,0.010000000000000002
"pub_()_priv_('9', 'Q')_-1.0_3_1",draw_deck_2,0.010000000000000002
"pub_('2', '2')_priv_()_-8.0_9_3",draw_deck_0,0.010000000000000002
"pub_('2', '2', 'J')_priv_()_3.5_J_4",take_discard_1,1.01
